original,cleaned
Dendrocopos major,Dendrocopos_major
Aglaeactis cupripennis,Aglaeactis_cupripennis
Bubo_scandiacus,Bubo_scandiaca
Spilopelia_senegalensis,Stigmatopelia_senegalensis
Scardafella_inca,Columbina_inca
Stercorarius_skua,Catharacta_skua
Stercorarius_maccormicki,Catharacta_maccormicki
Eolophus_roseicapilla,Cacatua_roseicapilla
