original,cleaned
Alligator_mississippiensis,CUT
Anarbylus_switaki,CUT
Cnemidophorus_murinus,CUT
Egernia_cunninghami,CUT
Helicops_modestus,CUT
Leimadophis_poecilogyrus,CUT
Lichanura_roseofusca,Lichanura_trivirgata
Pseudonaja_nuchalis,CUT
Python_reticulatus,CUT
Salvadora_hexalepis,CUT
Sphaerodactylus_beattyi,CUT
Chelydra_serpentina,CUT
Pseudemys_scripta,CUT
Terrapene_ornata_ornata,CUT
