"species","mass","temp","MR","mean.mass","q10smr"
"Lipophrys_pholis",6.08,16,0.485184,NA,NA
"Lipophrys_pholis",6.29,16,0.713286,NA,NA
"Lipophrys_pholis",6.29,16,0.796943,NA,NA
"Lipophrys_pholis",6.29,16,0.845376,NA,NA
"Lipophrys_pholis",6.29,16,0.942242,NA,NA
"Lipophrys_pholis",6.29,16,1.052317,NA,NA
"Lipophrys_pholis",6.59,16,0.987182,NA,NA
"Lipophrys_pholis",6.65,16,1.47098,NA,NA
"Lipophrys_pholis",6.86,16,1.253322,NA,NA
"Lipophrys_pholis",7.22,16,0.641858,NA,NA
"Lipophrys_pholis",7.22,16,0.7581,NA,NA
"Lipophrys_pholis",7.44,16,0.775992,NA,NA
"Lipophrys_pholis",7.64,16,0.679196,NA,NA
"Lipophrys_pholis",7.64,16,0.8022,NA,NA
"Lipophrys_pholis",7.87,16,1.245034,NA,NA
"Lipophrys_pholis",8.32,16,0.995904,NA,NA
"Lipophrys_pholis",9.31,16,1.114407,NA,NA
"Lipophrys_pholis",9.6,16,0.90048,NA,NA
"Lipophrys_pholis",12.3,16,1.38621,NA,NA
"Lipophrys_pholis",13,16,1.3104,NA,NA
"Lipophrys_pholis",13,16,1.4651,NA,NA
"Lipophrys_pholis",14.3,16,0.95095,NA,NA
"Lipophrys_pholis",20.4,16,1.94208,NA,NA
"Lipophrys_pholis",21.6,16,2.05632,NA,NA
"Lipophrys_pholis",22.6,16,1.582,NA,NA
"Lipophrys_pholis",22.8,16,1.93116,1.928107,1.068919
"Lipophrys_pholis",8,29,0.84,8,1.316441
"Melanogrammus_aeglefinus",155.9,10,3.71042,NA,NA
"Melanogrammus_aeglefinus",155.9,10,4.3652,NA,NA
"Melanogrammus_aeglefinus",155.9,10,5.56563,NA,NA
"Melanogrammus_aeglefinus",155.9,10,6.76606,NA,NA
"Melanogrammus_aeglefinus",155.9,10,7.52997,NA,NA
"Melanogrammus_aeglefinus",156,10,6.552,155.9167,22.56597
"Micropterus_salmoides",178,15,2.3674,NA,NA
"Micropterus_salmoides",178,30,4.4856,NA,NA
"Micropterus_salmoides",350,20,16.66,NA,NA
"Micropterus_salmoides",350,30,42.63,288.5151,28.98299
"Microstomus_kitt",221,15,8.0444,NA,NA
"Microstomus_kitt",229,5,4.6487,NA,NA
"Microstomus_kitt",249,10,5.7519,232.7068,24.24332
"Mugil_curema",140,20,9.8,NA,NA
"Mugil_curema",140,20,10.682,NA,NA
"Mugil_curema",140,20,14.112,NA,NA
"Mugil_curema",140,20,15.778,140,30.34758
"Mystus_cavasius",4,29,2.0048,NA,NA
"Mystus_cavasius",7,29,1.6317,NA,NA
"Mystus_cavasius",9,29,2.5137,NA,NA
"Mystus_cavasius",14,29,3.0184,NA,NA
"Mystus_cavasius",15,29,2.73,NA,NA
"Mystus_cavasius",19,29,2.793,NA,NA
"Mystus_cavasius",24,29,3.2424,NA,NA
"Mystus_cavasius",25,29,3.9375,NA,NA
"Mystus_cavasius",33,29,5.4516,NA,NA
"Mystus_cavasius",35,29,5.978,NA,NA
"Mystus_cavasius",37,29,5.8016,NA,NA
"Mystus_cavasius",42,29,8.5848,NA,NA
"Mystus_cavasius",45,29,5.7015,NA,NA
"Mystus_cavasius",47,29,7.1064,NA,NA
"Mystus_cavasius",52,29,7.5712,NA,NA
"Mystus_cavasius",53,29,8.8298,NA,NA
"Mystus_cavasius",56,29,9.6432,24.27707,6.962993
"Oncorhynchus_mykiss",100,5,3.78,NA,NA
"Oncorhynchus_mykiss",100,5,3.92,NA,NA
"Oncorhynchus_mykiss",100,5,4.13,NA,NA
"Oncorhynchus_mykiss",100,5,4.2,NA,NA
"Oncorhynchus_mykiss",100,5,4.34,NA,NA
"Oncorhynchus_mykiss",100,5,4.55,NA,NA
"Oncorhynchus_mykiss",100,5,5.18,NA,NA
"Oncorhynchus_mykiss",100,15,3.57,NA,NA
"Oncorhynchus_mykiss",100,15,3.99,NA,NA
"Oncorhynchus_mykiss",100,15,4.48,NA,NA
"Oncorhynchus_mykiss",100,15,4.62,NA,NA
"Oncorhynchus_mykiss",100,15,4.83,NA,NA
"Oncorhynchus_mykiss",100,15,6.58,NA,NA
"Oncorhynchus_mykiss",100,15,7.63,NA,NA
"Oncorhynchus_mykiss",100,15,7.84,NA,NA
"Oncorhynchus_mykiss",100,15,8.89,NA,NA
"Oncorhynchus_mykiss",115,12,7.728,NA,NA
"Oncorhynchus_mykiss",115,12,8.7745,NA,NA
"Oncorhynchus_mykiss",115.4,14,6.54318,NA,NA
"Oncorhynchus_mykiss",210,8.6,6.174,NA,NA
"Oncorhynchus_mykiss",210,8.6,6.615,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.056,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.056,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.35,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.497,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.497,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.791,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.791,NA,NA
"Oncorhynchus_mykiss",210,8.6,7.938,NA,NA
"Oncorhynchus_mykiss",210,8.6,8.085,NA,NA
"Oncorhynchus_mykiss",210,8.6,8.526,NA,NA
"Oncorhynchus_mykiss",210,8.6,8.967,NA,NA
"Oncorhynchus_mykiss",210,8.6,9.408,NA,NA
"Oncorhynchus_mykiss",210,8.6,9.555,NA,NA
"Oncorhynchus_mykiss",210,8.6,10.143,NA,NA
"Oncorhynchus_mykiss",210,8.6,11.172,NA,NA
"Oncorhynchus_mykiss",217,8.6,8.5064,NA,NA
"Oncorhynchus_mykiss",218,12,6.867,NA,NA
"Oncorhynchus_mykiss",219,8,11.4975,NA,NA
"Oncorhynchus_mykiss",224,8,11.1328,NA,NA
"Oncorhynchus_mykiss",225,15,14.805,NA,NA
"Oncorhynchus_mykiss",225,15,14.805,NA,NA
"Oncorhynchus_mykiss",225,15,15.2775,NA,NA
"Oncorhynchus_mykiss",225,15,16.2225,NA,NA
"Oncorhynchus_mykiss",225,15,17.7975,NA,NA
"Oncorhynchus_mykiss",238,8,11.9952,NA,NA
"Oncorhynchus_mykiss",265,8.8,7.9765,NA,NA
"Oncorhynchus_mykiss",288,15,15.9264,NA,NA
"Oncorhynchus_mykiss",300,15,17.43,NA,NA
"Oncorhynchus_mykiss",350,10,16.905,NA,NA
