"species","mass","temp","MR","mean.mass","q10smr","group","color"
"Lipophrys_pholis",0.78,16,0.16653,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",0.98,16,0.157094,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.38,16,0.483,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.54,16,0.175714,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.55,16,0.3472,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.55,16,0.484995,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.55,16,0.756245,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.56,16,0.411684,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.63,16,0.233905,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.63,16,0.274981,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.63,16,0.290955,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.73,16,0.245833,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",1.73,16,0.366933,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",2.42,16,0.484484,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",2.71,16,0.457177,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",2.84,16,0.42742,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",2.84,16,0.463204,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",3.03,16,0.458136,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",3.03,16,0.483588,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",3.06,16,0.38556,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",3.08,16,0.612304,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",3.34,16,0.778554,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",3.92,16,0.565264,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",4.25,16,0.8449,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",4.49,16,0.75432,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",4.57,16,0.457457,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",4.75,16,0.754775,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",5.74,16,0.510286,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",5.85,16,0.986895,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",5.95,16,0.57477,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",5.95,16,0.9996,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.08,16,0.485184,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.29,16,0.713286,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.29,16,0.796943,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.29,16,0.845376,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.29,16,0.942242,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.29,16,1.052317,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.59,16,0.987182,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.65,16,1.47098,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",6.86,16,1.253322,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",7.22,16,0.641858,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",7.22,16,0.7581,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",7.44,16,0.775992,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",7.64,16,0.679196,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",7.64,16,0.8022,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",7.87,16,1.245034,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",8.32,16,0.995904,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",9.31,16,1.114407,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",9.6,16,0.90048,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",12.3,16,1.38621,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",13,16,1.3104,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",13,16,1.4651,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",14.3,16,0.95095,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",20.4,16,1.94208,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",21.6,16,2.05632,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",22.6,16,1.582,NA,NA,"fish","#1B9E77"
"Lipophrys_pholis",22.8,16,1.93116,1.928107,1.068919,"fish","#1B9E77"
"Lipophrys_pholis",8,29,0.84,8,1.316441,"fish","#1B9E77"
"Melanogrammus_aeglefinus",155.9,10,3.71042,NA,NA,"fish","#1B9E77"
"Melanogrammus_aeglefinus",155.9,10,4.3652,NA,NA,"fish","#1B9E77"
"Melanogrammus_aeglefinus",155.9,10,5.56563,NA,NA,"fish","#1B9E77"
"Melanogrammus_aeglefinus",155.9,10,6.76606,NA,NA,"fish","#1B9E77"
"Melanogrammus_aeglefinus",155.9,10,7.52997,NA,NA,"fish","#1B9E77"
"Melanogrammus_aeglefinus",156,10,6.552,155.9167,22.56597,"fish","#1B9E77"
"Micropterus_salmoides",178,15,2.3674,NA,NA,"fish","#1B9E77"
"Micropterus_salmoides",178,30,4.4856,NA,NA,"fish","#1B9E77"
"Micropterus_salmoides",350,20,16.66,NA,NA,"fish","#1B9E77"
"Micropterus_salmoides",350,30,42.63,288.5151,28.98299,"fish","#1B9E77"
"Microstomus_kitt",221,15,8.0444,NA,NA,"fish","#1B9E77"
"Microstomus_kitt",229,5,4.6487,NA,NA,"fish","#1B9E77"
"Microstomus_kitt",249,10,5.7519,232.7068,24.24332,"fish","#1B9E77"
"Mugil_curema",140,20,9.8,NA,NA,"fish","#1B9E77"
"Mugil_curema",140,20,10.682,NA,NA,"fish","#1B9E77"
"Mugil_curema",140,20,14.112,NA,NA,"fish","#1B9E77"
"Mugil_curema",140,20,15.778,140,30.34758,"fish","#1B9E77"
"Mystus_cavasius",4,29,2.0048,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",7,29,1.6317,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",9,29,2.5137,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",14,29,3.0184,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",15,29,2.73,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",19,29,2.793,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",24,29,3.2424,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",25,29,3.9375,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",33,29,5.4516,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",35,29,5.978,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",37,29,5.8016,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",42,29,8.5848,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",45,29,5.7015,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",47,29,7.1064,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",52,29,7.5712,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",53,29,8.8298,NA,NA,"fish","#1B9E77"
"Mystus_cavasius",56,29,9.6432,24.27707,6.962993,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,5,3.78,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,5,3.92,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,5,4.13,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,5,4.2,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,5,4.34,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,5,4.55,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,5,5.18,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,3.57,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,3.99,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,4.48,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,4.62,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,4.83,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,6.58,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,7.63,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,7.84,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",100,15,8.89,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",115,12,7.728,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",115,12,8.7745,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",115.4,14,6.54318,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,6.174,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,6.615,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.056,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.056,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.35,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.497,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.497,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.791,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.791,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,7.938,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,8.085,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,8.526,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,8.967,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,9.408,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,9.555,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,10.143,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",210,8.6,11.172,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",217,8.6,8.5064,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",218,12,6.867,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",219,8,11.4975,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",224,8,11.1328,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",225,15,14.805,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",225,15,14.805,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",225,15,15.2775,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",225,15,16.2225,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",225,15,17.7975,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",238,8,11.9952,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",265,8.8,7.9765,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",288,15,15.9264,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",300,15,17.43,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",350,10,16.905,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",350,10,20.335,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",350,10,21.315,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",350,10,22.54,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",350,10,24.745,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",350,10,26.705,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",450,5,12.285,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",500,13.5,19.6,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",500,13.5,21.35,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",500,13.5,22.05,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",500,13.5,23.1,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",500,15,24.85,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",500,15,24.85,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",500,15,25.2,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",515,16,39.655,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",515,18,45.0625,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",515,20,54.075,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",515,22,75.705,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",515,24,106.3475,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",515,25,97.335,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",515,26,99.1375,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",565,15,33.6175,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",595,15,31.2375,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",700,15,38.71,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",768,15,52.1472,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",768,15,58.0608,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",768,15,66.1248,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",768,15,67.2,NA,NA,"fish","#1B9E77"
"Oncorhynchus_mykiss",1200,10,40.32,250.6945,49.20727,"fish","#1B9E77"
"Oncorhynchus_nerka",3.38,15,0.54418,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",8.47,15,0.65219,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",19.1,15,1.69799,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",32.9,10,1.3818,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",36.7,5,1.05329,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",52.2,25,7.16184,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",55.2,15,2.74344,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",62.6,20,5.2584,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",100,15,5.81,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",264,10.5,15.5232,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",746,15,37.0762,NA,NA,"fish","#1B9E77"
"Oncorhynchus_nerka",1432,15,44.1056,62.20812,12.60683,"fish","#1B9E77"
"Ophiodon_elongatus",270,12.2,11.718,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",520,13.1,21.84,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",850,13.2,32.725,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",970,12,37.345,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",1500,13,57.75,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",1591,12.1,27.8425,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",1720,12.1,32.508,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",2090,12,45.353,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",3400,10,76.16,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",3770,12.4,116.116,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",4400,13,98.56,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",6820,12,152.768,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",7330,11.8,153.93,NA,NA,"fish","#1B9E77"
"Ophiodon_elongatus",9090,12,229.068,2063.926,205.1988,"fish","#1B9E77"
"Oreochromis_aureus",697,26,32.2014,NA,NA,"fish","#1B9E77"
"Oreochromis_niloticus_baringoensis",80,25,5.824,NA,NA,"fish","#1B9E77"
"Oreochromis_niloticus_baringoensis",80,25,7.504,NA,NA,"fish","#1B9E77"
"Oreochromis_niloticus_baringoensis",310,26,12.369,192.8384,21.43798,"fish","#1B9E77"
"Orthodon_microlepidotus",564,10,16.5816,NA,NA,"fish","#1B9E77"
"Orthodon_microlepidotus",574,25,56.252,NA,NA,"fish","#1B9E77"
"Orthodon_microlepidotus",583,30,77.9471,NA,NA,"fish","#1B9E77"
"Orthodon_microlepidotus",588,20,40.7484,NA,NA,"fish","#1B9E77"
"Orthodon_microlepidotus",650,12,14.56,NA,NA,"fish","#1B9E77"
"Orthodon_microlepidotus",650,20,40.95,NA,NA,"fish","#1B9E77"
"Orthodon_microlepidotus",650,28,56.875,NA,NA,"fish","#1B9E77"
"Orthodon_microlepidotus",678,15,37.0188,615.7449,91.52684,"fish","#1B9E77"
"Platichthys_flesus",350,9,2.94,NA,NA,"fish","#1B9E77"
"Platichthys_flesus",350,9,4.9,NA,NA,"fish","#1B9E77"
"Platichthys_flesus",350,9,9.555,NA,NA,"fish","#1B9E77"
"Platichthys_flesus",395,15,10.2305,NA,NA,"fish","#1B9E77"
"Platichthys_flesus",434,5,5.4684,NA,NA,"fish","#1B9E77"
"Platichthys_flesus",494,10,15.561,392.0454,29.12828,"fish","#1B9E77"
"Platichthys_stellatus",580.8,9,15.85584,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",685.3,9,18.22898,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1175,11.2,27.1425,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1175,11.5,25.4975,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1175,20,69.09,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1200,11.4,17.64,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1200,19.8,61.32,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1268,9,29.2908,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1268,9.5,31.066,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1268,17.8,56.8064,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1290,9,14.448,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1290,9,21.672,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1290,16.6,35.217,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1425,11,28.9275,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1425,11,41.895,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1440,12.3,53.424,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1440,13,45.36,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1440,19.8,88.704,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1450,11.8,17.255,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1450,19.5,92.365,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1475,10.2,47.495,NA,NA,"fish","#1B9E77"
"Platichthys_stellatus",1475,11.5,33.04,1239.646,119.9218,"fish","#1B9E77"
"Pleuronectes_platessa",27,10,2.4003,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",27,20,3.1752,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",92,20,4.7012,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",105,15,4.704,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",106,20,4.6746,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",110,10,3.465,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",110,15,5.005,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",110,20,10.01,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",120,10,3.108,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",120,10,4.284,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",120,15,5.46,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",124,10,2.7776,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",127,10,3.6449,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",130,20,7.735,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",132,20,8.8704,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",150,10,4.305,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",158,10,4.977,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",164,10,5.5104,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",186,10,5.4684,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",281,15,10.0317,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",288.6,5,4.0404,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",294,10,8.4378,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",322,10,8.5652,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",383,10,8.8473,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",572,10,13.2132,NA,NA,"fish","#1B9E77"
"Pleuronectes_platessa",632,10,20.7928,149.6514,19.70495,"fish","#1B9E77"
"Pseudopleuronectes_americanus",11.25,12,0.354375,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",11.25,12,1.134,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",14.8,20,1.31572,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",14.8,20,2.42424,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",14.96,20,1.968736,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",14.96,20,3.644256,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",16.09,20,1.723239,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",16.09,20,2.444071,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",16.89,20,1.30053,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",16.89,20,4.01982,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.17,16,2.04323,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.17,16,2.439857,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.19,24,3.549735,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.19,24,4.837266,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.46,16,1.307754,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.46,16,3.128832,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.92,16,2.25792,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",17.92,16,3.499776,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",19.11,12,0.882882,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",19.11,12,1.083537,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",26.15,12,0.07322,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",26.15,12,1.079995,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",27.41,20,1.746017,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",27.41,20,4.79675,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",30.18,12,0.338016,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",30.18,12,0.63378,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",32.63,20,3.220581,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",32.63,20,5.139225,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",34.12,16,1.67188,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",34.12,16,3.176572,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",35.48,24,6.680884,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",35.48,24,11.62325,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",39.48,16,1.464708,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",39.48,16,4.255944,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",42.5,24,9.3415,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",42.5,24,10.73975,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",43.18,12,0.695198,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",43.18,12,0.816102,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",48.66,12,0.17031,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",48.66,12,1.87341,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",51.86,16,3.339784,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",51.86,16,7.405608,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",54.06,20,7.530558,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",54.06,20,9.574026,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",55.03,16,3.890621,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",55.03,16,7.473074,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",55.97,24,9.873108,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",55.97,24,13.16414,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",56.88,24,8.122464,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",56.88,24,16.20511,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",568,20,31.0128,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",634,15,19.5272,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",635,10,14.6685,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",681,15,25.7418,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",696,5,10.2312,NA,NA,"fish","#1B9E77"
"Pseudopleuronectes_americanus",716,10,17.0408,39.45973,8.686477,"fish","#1B9E77"
"Rhinogobiops_nicholsii",0.57,15,0.061047,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",0.78,15,0.0546,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",0.93,15,0.068355,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",1.39,15,0.083678,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",1.58,15,0.085162,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",1.82,15,0.08281,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",1.93,15,0.098623,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",2.93,15,0.159978,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",3.59,15,0.168371,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",3.8,15,0.17556,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",3.91,15,0.166957,NA,NA,"fish","#1B9E77"
"Rhinogobiops_nicholsii",4.08,15,0.179928,1.886664,0.332324,"fish","#1B9E77"
"Salmo_salar",26.9,6,1.43108,NA,NA,"fish","#1B9E77"
"Salmo_salar",26.9,18,3.9543,NA,NA,"fish","#1B9E77"
"Salmo_salar",227,15,17.6379,54.76589,16.15844,"fish","#1B9E77"
"Salmo_trutta_fario",100,10,5.6,NA,NA,"fish","#1B9E77"
