Higher-level clade (strict phylogenetic order),Traditional Order,Traditional Family,Species,log10 productivity,log10 mass,Nest type,Foraging habitat,Developmental mode,Time of activity,Social system,Migratory mode,Diet
Passeriformes,Passeriformes,Mimidae,Dumetella carolinensis,-0.127,1.548,open,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Certhiidae,Certhia brachydactyla,0.08,0.914,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Certhiidae,Certhia familiaris,-0.101,0.954,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Polioptilidae,Polioptila melanura,0.164,0.716,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Salpinctes obsoletus,0.181,1.214,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Campylorhynchus brunneicapillus,-0.042,1.59,closed,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Thryomanes bewickii,0.293,0.996,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Thryothorus ludovicianus,0.07,1.278,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Troglodytes troglodytes,0.234,0.989,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Cistothorus palustris,0.168,1.033,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Cistothorus platensis,0.348,0.957,closed,terrestrial,altricial,diurnal,Female only,migrant,invertebrate
Passeriformes,Passeriformes,Troglodytidae,Troglodytes aedon,0.308,1.035,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Sittidae,Sitta europaea,-0.125,1.309,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Sittidae,Sitta carolinensis,-0.208,1.322,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Sittidae,Sitta canadensis,-0.192,0.991,cavity,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Sittidae,Sitta pusilla,-0.281,1.009,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,seed
Passeriformes,Passeriformes,Sittidae,Sitta pygmaea,-0.118,1.025,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,seed
Passeriformes,Passeriformes,Regulidae,Regulus ignicapillus,0.132,0.748,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Regulidae,Regulus regulus,0.441,0.744,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Orthotomus sutorius,-0.314,0.875,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Cettia cetti,-0.039,1.121,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sittidae,Tichodroma muraria,-0.228,1.246,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Bombycillidae,Bombycilla cedrorum,-0.301,1.499,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Bombycillidae,Bombycilla garrulus,-0.417,1.736,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Ptilogonatidae,Phainopepla nitens,-0.18,1.344,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Cisticolidae,Prinia subflava,0.117,0.937,closed,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Locustella luscinioides,-0.02,1.143,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Pycnonotidae,Hypsipetes madagascariensis,-0.208,1.663,open,terrestrial,altricial,diurnal,Unknown,nonmigrant,fruit
Passeriformes,Passeriformes,Sylviidae,Locustella naevia,0.026,1.124,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus ater,0.202,0.964,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus cristatus,0.045,1.043,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus major,0.079,1.211,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus bicolor,-0.108,1.334,cavity,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus carolinensis,-0.253,1,cavity,terrestrial,altricial,diurnal,Occasional,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus cinctus,0.102,1.057,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus gambeli,0.074,1.049,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus atricapillus,-0.128,1.033,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus montanus,-0.086,1.045,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Parus palustris,-0.104,1.047,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Paridae,Auriparus flaviceps,-0.126,0.833,cavity,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Panurus biarmicus,0.284,1.141,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Delichon urbica,0.033,1.161,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Hirundo rustica,-0.023,1.253,cave,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Hirundo smithii,-0.08,1.093,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Progne subis,-0.45,1.731,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Stelgidopteryx ruficollis,-0.276,1.207,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Tachycineta thalassina,-0.259,1.151,cavity,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Riparia riparia,-0.019,1.103,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Hirundinidae,Notiochelidon cyanoleuca,-0.088,0.987,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Cisticolidae,Cisticola juncidis,0.129,0.834,closed,terrestrial,altricial,diurnal,Female only,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Sylvia nisoria,-0.128,1.352,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Sylvia curruca,-0.063,1.059,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Sylvia hortensis,-0.166,1.34,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Sylvia communis,0.023,1.179,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Sylvia atricapilla,0.069,1.223,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Sylvia borin,-0.085,1.26,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Zosteropidae,Zosterops lateralis,-0.136,1.103,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Turdoides caudatus,-0.268,1.593,closed,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Aegithalidae,Aegithalos caudatus,0.177,0.934,closed,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Pycnonotidae,Pycnonotus cafer,-0.361,1.632,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Pycnonotidae,Pycnonotus jocosus,-0.122,1.469,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Pycnonotidae,Pycnonotus leucogenys,-0.212,1.556,open,terrestrial,altricial,diurnal,Unknown,nonmigrant,fruit
Passeriformes,Passeriformes,Cisticolidae,Scotocerca inquieta,-0.048,0.914,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Hippolais icterina,-0.24,1.121,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Hippolais languida,0,1.079,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Acrocephalus schoenobaenus,0.059,1.073,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Hippolais caligata,-0.162,0.949,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Hippolais pallida,0.064,0.954,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Acrocephalus arundinaceus,-0.175,1.477,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Acrocephalus palustris,-0.205,1.061,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Acrocephalus scirpaceus,-0.083,1.09,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Alaudidae,Ammomanes deserti,-0.306,1.377,open,terrestrial,altricial,diurnal,Unknown,nonmigrant,seed
Passeriformes,Passeriformes,Alaudidae,Lullula arborea,-0.144,1.43,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Alaudidae,Galerida cristata,-0.231,1.63,open,terrestrial,altricial,diurnal,Occasional,nonmigrant,seed
Passeriformes,Passeriformes,Alaudidae,Alauda arvensis,-0.226,1.572,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Alaudidae,Eremophila alpestris,-0.374,1.523,open,terrestrial,altricial,diurnal,Occasional,migrant,seed
Passeriformes,Passeriformes,Alaudidae,Melanocorypha leucoptera,-0.175,1.656,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Alaudidae,Melanocorypha yeltoniensis,-0.237,1.778,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Alaudidae,Melanocorypha calandra,-0.249,1.79,open,terrestrial,altricial,diurnal,Occasional,nonmigrant,seed
Passeriformes,Passeriformes,Alaudidae,Calandrella cinerea,-0.237,1.375,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Sylviidae,Phylloscopus borealis,-0.145,1.037,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Phylloscopus trochiloides,-0.199,0.906,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Phylloscopus sibilatrix,0.105,0.964,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Phylloscopus collybita,0.045,0.919,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Sylviidae,Phylloscopus trochilus,0.068,0.94,closed,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Nectariniidae,Arachnothera longirostra,-0.196,1.096,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Nectarinia afra,-0.063,1.045,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Nectarinia chalybea,-0.284,0.888,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Nectarinia violacea,-0.313,0.972,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Nectarinia famosa,-0.254,1.157,closed,terrestrial,altricial,diurnal,Pair,migrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Nectarinia mariquensis,-0.441,1.06,closed,terrestrial,altricial,diurnal,Female only,nonmigrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Anthreptes collaris,-0.247,0.844,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Nectariniidae,Nectarinia asiatica,-0.335,0.908,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Nectarinia jugularis,-0.2,0.954,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Nectariniidae,Nectarinia amethystina,-0.298,1.136,closed,terrestrial,altricial,diurnal,Female only,nonmigrant,invertebrate
Passeriformes,Passeriformes,Nectariniidae,Nectarinia senegalensis,-0.284,1.088,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Prunellidae,Prunella collaris,-0.217,1.587,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,invertebrate
Passeriformes,Passeriformes,Prunellidae,Prunella modularis,0.11,1.306,open,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Passeriformes,Passeriformes,Prunellidae,Prunella atrogularis,-0.057,1.267,open,terrestrial,altricial,diurnal,Unknown,nonmigrant,invertebrate
Passeriformes,Passeriformes,Prunellidae,Prunella montanella,0.03,1.23,open,terrestrial,altricial,diurnal,Unknown,migrant,invertebrate
Passeriformes,Passeriformes,Ploceidae,Ploceus philippinus,-0.276,1.45,closed,terrestrial,altricial,diurnal,Female only,nonmigrant,seed
Passeriformes,Passeriformes,Ploceidae,Ploceus megarhynchus,-0.376,1.536,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Pytilia melba,-0.155,1.188,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Cryptospiza reichenovii,-0.096,1.093,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Clytospiza monteiri,-0.092,1.173,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Lagonosticta rara,-0.155,1.017,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Lagonosticta senegala,-0.045,0.964,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Estrilda nonnula,0.063,0.886,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Lonchura spectabilis,-0.189,1.061,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Estrildidae,Lonchura punctulata,0.018,1.134,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Thraupidae,Ramphocelus dimidiatus,-0.32,1.447,open,terrestrial,altricial,diurnal,Unknown,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Ramphocelus passerinii,-0.335,1.505,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Ramphocelus carbo,-0.296,1.414,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Eucometis penicillata,-0.256,1.431,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Thraupidae,Coereba flaveola,-0.055,1.001,open,terrestrial,altricial,diurnal,Pair,nonmigrant,nectar
Passeriformes,Passeriformes,Thraupidae,Tiaris olivacea,-0.018,0.929,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Thraupidae,Tangara gyrola,-0.129,1.322,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Tangara icterocephala,-0.212,1.342,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Tangara larvata,-0.19,1.301,open,terrestrial,altricial,diurnal,Cooperative,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Thraupis episcopus,-0.392,1.544,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Thraupis palmarum,-0.114,1.591,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Cardinalidae,Saltator maximus,-0.335,1.678,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Thraupidae,Cyanerpes cyaneus,-0.658,1.146,open,terrestrial,altricial,diurnal,Pair,nonmigrant,fruit
Passeriformes,Passeriformes,Thraupidae,Tersina viridis,-0.362,1.462,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Cardinalidae,Cardinalis cardinalis,-0.049,1.63,open,terrestrial,altricial,diurnal,Occasional,nonmigrant,seed
Passeriformes,Passeriformes,Cardinalidae,Pheucticus ludovicianus,-0.124,1.623,open,terrestrial,altricial,diurnal,Pair,migrant,fruit
Passeriformes,Passeriformes,Cardinalidae,Passerina cyanea,-0.052,1.167,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Cardinalidae,Passerina ciris,0.07,1.191,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Cardinalidae,Passerina amoena,-0.025,1.19,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Cardinalidae,Spiza americana,-0.138,1.418,open,terrestrial,altricial,diurnal,Female only,migrant,seed
Passeriformes,Passeriformes,Thraupidae,Sporophila torqueola,-0.039,0.94,open,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Thraupidae,Sporophila nigricollis,-0.152,0.982,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Icteridae,Icterus cucullatus,0.052,1.386,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Icteridae,Icterus gularis,-0.202,1.742,closed,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Icteridae,Icterus parisorum,-0.272,1.562,closed,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Icteridae,Agelaius phoeniceus,-0.331,1.706,open,terrestrial,altricial,diurnal,Pair,nonmigrant,omnivore
Passeriformes,Passeriformes,Icteridae,Agelaius tricolor,-0.278,1.763,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Icteridae,Euphagus cyanocephalus,-0.263,1.796,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Icteridae,Quiscalus major,-0.436,2.18,open,terrestrial,altricial,diurnal,Female only,nonmigrant,omnivore
Passeriformes,Passeriformes,Icteridae,Quiscalus mexicanus,-0.598,2.205,open,terrestrial,altricial,diurnal,Female only,nonmigrant,omnivore
Passeriformes,Passeriformes,Icteridae,Quiscalus quiscula,-0.405,2.022,open,terrestrial,altricial,diurnal,Pair,migrant,omnivore
Passeriformes,Passeriformes,Icteridae,Dolichonyx oryzivorus,-0.359,1.498,open,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Passeriformes,Passeriformes,Icteridae,Sturnella magna,-0.181,1.963,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Icteridae,Sturnella neglecta,-0.279,2,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Emberizidae,Emberiza schoeniclus,0.181,1.265,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza pusilla,-0.197,1.164,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza aureola,-0.317,1.292,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza rustica,-0.259,1.313,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza spodocephala,0.051,1.266,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza cia,-0.038,1.37,open,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza cioides,0.024,1.323,open,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza buchanani,-0.288,1.326,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza hortulana,-0.254,1.299,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza cirlus,-0.048,1.408,open,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza citrinella,-0.018,1.473,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza stewarti,0.032,1.203,open,terrestrial,altricial,diurnal,Unknown,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza calandra,-0.165,1.686,open,terrestrial,altricial,diurnal,Cooperative,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Emberiza fucata,-0.287,1.297,open,terrestrial,altricial,diurnal,Unknown,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Calamospiza melanocorys,-0.087,1.575,open,terrestrial,altricial,diurnal,Cooperative,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Spizella passerina,-0.118,1.086,open,terrestrial,altricial,diurnal,Unknown,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Spizella pallida,-0.121,1.049,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Spizella pusilla,0.162,1.097,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Pipilo erythrophthalmus,-0.15,1.602,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Pipilo fuscus,-0.071,1.647,open,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Emberizidae,Ammodramus bairdii,-0.285,1.257,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Pooecetes gramineus,-0.022,1.41,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Amphispiza belli,-0.07,1.23,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Ammodramus henslowii,-0.051,1.107,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Emberizidae,Ammodramus maritimus,-0.285,1.346,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Emberizidae,Junco hyemalis,0.025,1.29,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Zonotrichia albicollis,-0.357,1.387,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Zonotrichia leucophrys,-0.231,1.447,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Zonotrichia querula,-0.449,1.55,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Ammodramus savannarum,0.009,1.246,open,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Passeriformes,Passeriformes,Emberizidae,Aimophila aestivalis,-0.028,1.291,open,terrestrial,altricial,diurnal,Pair,migrant,seed
Passeriformes,Passeriformes,Emberizidae,Arremonops conirostris,-0.336,1.555,open,terrestrial,altricial,diurnal,Pair,nonmigrant,seed
Passeriformes,Passeriformes,Emberizidae,Chlorospingus ophthalmicus,-0.293,1.301,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Emberizidae,Emberiza melanocephala,-0.375,1.452,open,terrestrial,altricial,diurnal,Female only,migrant,seed
Passeriformes,Passeriformes,Parulidae,Seiurus aurocapillus,-0.21,1.274,open,terrestrial,altricial,diurnal,Cooperative,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Myioborus miniatus,-0.517,0.954,open,terrestrial,altricial,diurnal,Pair,nonmigrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Mniotilta varia,-0.183,1.037,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Seiurus motacilla,-0.2,1.299,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Seiurus noveboracensis,-0.221,1.212,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Limnothlypis swainsonii,-0.275,1.276,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Protonotaria citrea,0.029,1.155,cavity,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Setophaga ruticilla,-0.19,0.916,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Dendroica cerulea,-0.181,0.956,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Parula americana,-0.144,0.895,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Dendroica petechia,-0.204,1.01,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Dendroica pensylvanica,-0.23,0.968,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Dendroica striata,-0.172,1.073,open,terrestrial,altricial,diurnal,Occasional,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Dendroica palmarum,-0.18,1.013,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Dendroica coronata,-0.247,1.077,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
Passeriformes,Passeriformes,Parulidae,Dendroica dominica,-0.027,0.987,open,terrestrial,altricial,diurnal,Pair,migrant,invertebrate
